,User 0,User 1,User 2,precisionG,recallG,fscoreG,T,C,Quantity
191,163,237,640,0.8,1,0.888888889,24,30,1547
192,345,653,59,0.666666667,1,0.8,16,24,1500
193,460,205,616,0.928571429,1,0.962962963,26,28,1483
194,99,71,41,0.914285714,1,0.955223881,32,35,1574
195,523,220,68,0.838709677,1,0.912280702,26,31,1510
196,244,476,164,0.884615385,1,0.93877551,23,26,1549
197,161,569,267,0.857142857,1,0.923076923,24,28,1588
198,466,649,564,0.774193548,1,0.872727273,24,31,1551
199,124,276,92,0.944444444,1,0.971428571,17,18,1495
200,487,233,503,0.789473684,1,0.882352941,15,19,1509
201,187,98,106,0.666666667,1,0.8,16,24,1460
202,526,456,407,0.714285714,1,0.833333333,20,28,1528
203,381,641,139,0.75,1,0.857142857,18,24,1483
204,109,596,654,0.857142857,1,0.923076923,18,21,1518
205,120,256,172,0.785714286,1,0.88,22,28,1477
206,67,210,57,0.807692308,1,0.893617021,21,26,1530
207,318,401,350,0.862068966,1,0.925925926,25,29,1452
208,495,614,113,0.777777778,1,0.875,14,18,1495
209,167,530,20,0.785714286,1,0.88,22,28,1518
210,419,538,220,0.785714286,1,0.88,22,28,1587
211,238,12,477,0.909090909,1,0.952380952,30,33,1475
212,225,275,204,0.794117647,1,0.885245902,27,34,1566
213,333,460,246,0.764705882,1,0.866666667,13,17,1527
214,561,485,51,0.95,1,0.974358974,19,20,1474
215,112,525,409,0.92,1,0.958333333,23,25,1523
216,331,11,207,0.709677419,1,0.830188679,22,31,1552
217,43,216,27,0.848484848,1,0.918032787,28,33,1529
218,323,276,184,0.80952381,1,0.894736842,17,21,1491
219,217,155,1,0.695652174,1,0.820512821,16,23,1550
220,401,282,331,0.952380952,1,0.975609756,20,21,1470
221,294,420,523,0.848484848,1,0.918032787,28,33,1518
222,364,18,523,0.833333333,1,0.909090909,25,30,1527
223,433,57,542,0.888888889,1,0.941176471,24,27,1525
224,354,270,29,0.871794872,1,0.931506849,34,39,1463
225,410,261,89,0.884615385,1,0.93877551,23,26,1529
226,597,127,60,0.833333333,1,0.909090909,20,24,1521
227,583,656,133,0.685714286,1,0.813559322,24,35,1558
228,660,104,41,0.823529412,1,0.903225806,28,34,1513
229,602,468,441,0.952380952,1,0.975609756,20,21,1557
230,256,339,489,0.903225806,1,0.949152542,28,31,1514
231,596,358,11,0.888888889,1,0.941176471,24,27,1537
232,655,266,531,0.846153846,1,0.916666667,22,26,1459
233,416,161,107,0.961538462,1,0.980392157,25,26,1533
234,83,164,402,0.84,1,0.913043478,21,25,1493
235,422,76,366,0.777777778,1,0.875,21,27,1496
236,178,184,481,0.904761905,1,0.95,19,21,1565
237,379,191,95,0.9,1,0.947368421,27,30,1516
238,137,637,542,0.928571429,1,0.962962963,13,14,1411
239,505,92,506,0.851851852,1,0.92,23,27,1487
240,569,587,291,0.863636364,1,0.926829268,19,22,1472
241,249,645,390,0.814814815,1,0.897959184,22,27,1488
242,170,449,347,0.875,1,0.933333333,21,24,1483
243,639,94,232,0.888888889,1,0.941176471,24,27,1526
244,530,431,110,0.769230769,1,0.869565217,20,26,1508
245,595,543,297,0.806451613,1,0.892857143,25,31,1517
246,637,319,129,0.866666667,1,0.928571429,26,30,1490
247,107,391,486,0.848484848,1,0.918032787,28,33,1491
248,484,430,160,0.777777778,1,0.875,21,27,1511
249,332,361,102,0.80952381,1,0.894736842,17,21,1482
250,539,218,345,0.821428571,1,0.901960784,23,28,1586
251,245,363,426,0.766666667,1,0.867924528,23,30,1517
252,568,83,142,0.789473684,1,0.882352941,15,19,1446
253,5,286,199,0.892857143,1,0.943396226,25,28,1507
254,339,267,56,0.857142857,1,0.923076923,24,28,1521
255,4,480,421,0.888888889,1,0.941176471,24,27,1470
256,132,477,98,0.75,1,0.857142857,18,24,1487
257,61,122,515,0.88,1,0.936170213,22,25,1496
258,423,505,600,0.761904762,1,0.864864865,16,21,1466
259,451,439,88,0.777777778,1,0.875,21,27,1504
260,19,190,112,0.904761905,1,0.95,19,21,1538
261,63,286,339,0.875,1,0.933333333,21,24,1515
262,271,138,653,0.928571429,1,0.962962963,26,28,1506
263,529,13,325,0.913043478,1,0.954545455,21,23,1532
264,52,404,423,0.84,1,0.913043478,21,25,1538
265,426,425,368,0.911764706,1,0.953846154,31,34,1561
266,309,662,151,0.833333333,1,0.909090909,10,12,1543
267,541,330,234,0.961538462,1,0.980392157,25,26,1541
268,162,438,105,0.75,1,0.857142857,21,28,1501
269,100,400,429,0.666666667,1,0.8,12,18,1473
270,50,308,81,0.777777778,1,0.875,21,27,1514
271,489,320,90,0.888888889,1,0.941176471,24,27,1531
272,33,303,169,0.875,1,0.933333333,28,32,1503
273,478,181,632,0.875,1,0.933333333,28,32,1538
274,503,499,434,0.916666667,1,0.956521739,11,12,1446
275,342,262,413,0.96,1,0.979591837,24,25,1476
276,468,387,258,0.931034483,1,0.964285714,27,29,1447
277,399,38,23,0.92,1,0.958333333,23,25,1544
278,385,373,230,0.84,1,0.913043478,21,25,1511
279,607,348,25,0.923076923,1,0.96,24,26,1462
280,561,381,495,0.965517241,1,0.98245614,28,29,1510
281,37,602,548,0.878787879,1,0.935483871,29,33,1472
282,78,372,100,0.904761905,1,0.95,38,42,1571
283,37,516,78,0.896551724,1,0.945454545,26,29,1440
284,275,425,158,0.838709677,1,0.912280702,26,31,1552
285,633,120,309,0.95,1,0.974358974,19,20,1444
286,326,339,79,0.8,1,0.888888889,16,20,1514
287,547,516,450,0.75862069,1,0.862745098,22,29,1503
288,101,488,572,0.870967742,1,0.931034483,27,31,1491
289,273,632,547,0.8125,1,0.896551724,26,32,1469
290,93,600,401,0.814814815,1,0.897959184,22,27,1455
291,3,387,259,0.814814815,1,0.897959184,22,27,1479
292,467,533,128,0.862068966,1,0.925925926,25,29,1546
293,60,496,81,0.851851852,1,0.92,23,27,1474
294,205,200,313,0.92,1,0.958333333,23,25,1390
