,User 0,User 1,precisionG,recallG,fscoreG,T,C,Quantity
580,396,6,0.75,1,0.857142857,6,8,1623
581,525,64,1,1,1,7,7,1662
582,646,583,1,1,1,7,7,1554
583,477,333,0.75,1,0.857142857,6,8,1591
584,214,234,1,1,1,6,6,1649
585,181,628,0.333333333,1,0.5,2,6,1537
586,13,274,0.9,1,0.947368421,9,10,1574
587,91,108,0.875,1,0.933333333,7,8,1596
588,204,228,0.818181818,1,0.9,9,11,1646
589,660,621,1,1,1,7,7,1635
590,281,580,0.727272727,1,0.842105263,8,11,1520
591,592,350,1,1,1,7,7,1665
592,41,78,1,1,1,7,7,1623
593,622,288,1,1,1,14,14,1655
594,143,624,0.933333333,1,0.965517241,14,15,1695
595,531,590,1,1,1,7,7,1602
596,527,281,1,1,1,3,3,1587
597,611,30,1,1,1,13,13,1677
598,306,51,0.7,1,0.823529412,7,10,1556
599,343,240,1,1,1,7,7,1555
600,136,177,1,1,1,9,9,1612
601,491,275,1,1,1,9,9,1552
602,67,629,1,1,1,11,11,1582
603,583,609,0.733333333,1,0.846153846,11,15,1557
604,141,287,1,1,1,5,5,1552
605,446,243,0.8,1,0.888888889,4,5,1642
606,497,394,0.888888889,1,0.941176471,8,9,1596
607,595,280,1,1,1,6,6,1670
608,345,651,0.75,1,0.857142857,9,12,1602
609,486,266,0.857142857,1,0.923076923,12,14,1572
610,610,163,0.777777778,1,0.875,7,9,1616
611,509,267,1,1,1,9,9,1599
612,142,49,0.777777778,1,0.875,7,9,1639
613,381,592,0.555555556,1,0.714285714,5,9,1518
614,491,2,0.888888889,1,0.941176471,8,9,1533
615,581,624,0.888888889,1,0.941176471,8,9,1654
616,410,59,1,1,1,7,7,1510
617,410,578,0.9,1,0.947368421,9,10,1610
618,123,568,1,1,1,8,8,1574
619,155,126,1,1,1,9,9,1659
620,493,639,0.769230769,1,0.869565217,10,13,1633
621,589,158,1,1,1,14,14,1645
622,347,475,0.888888889,1,0.941176471,8,9,1539
623,644,135,0.8,1,0.888888889,8,10,1576
624,544,266,1,1,1,12,12,1617
625,257,111,0.866666667,1,0.928571429,13,15,1575
626,326,97,0.8125,1,0.896551724,13,16,1586
627,377,591,0.818181818,1,0.9,9,11,1576
628,207,19,0.857142857,1,0.923076923,6,7,1636
629,496,184,0.857142857,1,0.923076923,6,7,1677
630,270,275,0.909090909,1,0.952380952,10,11,1575
631,110,283,1,1,1,11,11,1438
632,392,280,0.636363636,1,0.777777778,7,11,1620
633,141,444,0.857142857,1,0.923076923,6,7,1547
634,77,505,0.882352941,1,0.9375,15,17,1616
635,213,382,1,1,1,11,11,1609
636,605,391,0.928571429,1,0.962962963,13,14,1611
637,284,238,0.571428571,1,0.727272727,4,7,1553
638,629,278,1,1,1,13,13,1592
639,287,215,0.818181818,1,0.9,9,11,1561
640,20,37,1,1,1,9,9,1592
641,623,225,1,1,1,9,9,1671
642,269,650,1,1,1,11,11,1554
643,601,542,0.714285714,1,0.833333333,5,7,1588
644,183,73,0.769230769,1,0.869565217,10,13,1682
645,660,366,0.857142857,1,0.923076923,6,7,1552
646,539,245,0.833333333,1,0.909090909,10,12,1606
647,457,252,0.875,1,0.933333333,7,8,1532
648,338,379,0.909090909,1,0.952380952,10,11,1579
649,94,105,1,1,1,10,10,1543
650,146,108,0.625,1,0.769230769,5,8,1681
651,368,569,0.8125,1,0.896551724,13,16,1638
652,533,7,0.909090909,1,0.952380952,10,11,1667
653,450,203,1,1,1,8,8,1609
654,417,568,1,1,1,11,11,1488
655,4,601,0.777777778,1,0.875,7,9,1609
656,202,479,0.916666667,1,0.956521739,11,12,1585
657,365,339,0.75,1,0.857142857,3,4,1569
658,83,445,0.909090909,1,0.952380952,10,11,1702
659,573,17,1,1,1,9,9,1571
660,114,574,0.888888889,1,0.941176471,8,9,1597
661,448,563,1,1,1,8,8,1519
662,38,248,0.888888889,1,0.941176471,8,9,1632
663,11,79,0.6,1,0.75,6,10,1578
664,13,578,1,1,1,11,11,1465
665,66,302,0.769230769,1,0.869565217,10,13,1706
666,349,45,0.833333333,1,0.909090909,10,12,1587
667,473,462,1,1,1,6,6,1564
668,643,447,0.916666667,1,0.956521739,11,12,1652
669,658,34,1,1,1,10,10,1669
670,500,50,0.833333333,1,0.909090909,10,12,1617
671,347,625,1,1,1,11,11,1601
672,615,509,0.875,1,0.933333333,7,8,1626
673,457,270,0.8,1,0.888888889,8,10,1508
674,593,97,0.85,1,0.918918919,17,20,1592
675,20,109,0.888888889,1,0.941176471,8,9,1639
676,54,30,1,1,1,6,6,1672
677,604,273,0.888888889,1,0.941176471,8,9,1576
678,95,33,0.875,1,0.933333333,14,16,1685
679,511,241,0.875,1,0.933333333,14,16,1549
680,309,339,1,1,1,12,12,1555
681,312,293,0.857142857,1,0.923076923,12,14,1594
682,626,308,1,1,1,2,2,1600
683,8,591,0.928571429,1,0.962962963,13,14,1623
684,586,276,1,1,1,9,9,1580
685,506,469,0.928571429,1,0.962962963,13,14,1583
686,401,199,0.866666667,1,0.928571429,13,15,1588
687,422,337,0.928571429,1,0.962962963,13,14,1654
688,507,146,0.916666667,1,0.956521739,11,12,1594
689,59,257,0.857142857,1,0.923076923,6,7,1600
690,146,524,0.75,1,0.857142857,6,8,1675
691,11,41,1,1,1,10,10,1696
692,196,485,1,1,1,7,7,1548
693,75,375,0.8,1,0.888888889,8,10,1625
694,271,644,0.846153846,1,0.916666667,11,13,1660
695,195,338,0.7,1,0.823529412,7,10,1585
696,458,538,1,1,1,9,9,1625
697,494,313,0.923076923,1,0.96,12,13,1382
698,410,421,0.941176471,1,0.96969697,16,17,1594
699,413,486,0.769230769,1,0.869565217,10,13,1579
700,139,393,0.7,1,0.823529412,7,10,1526
701,1,620,1,1,1,11,11,1540
702,426,248,0.833333333,1,0.909090909,10,12,1625
703,383,472,1,1,1,9,9,1494
704,394,34,0.9,1,0.947368421,9,10,1534
705,252,23,0.666666667,1,0.8,6,9,1498
706,556,615,0.833333333,1,0.909090909,10,12,1635
707,156,251,0.857142857,1,0.923076923,12,14,1583
708,443,427,0.8,1,0.888888889,12,15,1716
709,465,621,1,1,1,5,5,1658
710,595,176,0.777777778,1,0.875,7,9,1530
711,396,652,0.909090909,1,0.952380952,10,11,1629
712,221,403,0.727272727,1,0.842105263,8,11,1630
713,660,572,1,1,1,9,9,1558
714,102,6,1,1,1,12,12,1560
715,384,175,0.714285714,1,0.833333333,5,7,1593
716,66,440,1,1,1,11,11,1631
717,514,483,1,1,1,10,10,1604
718,134,65,0.875,1,0.933333333,7,8,1556
719,69,107,1,1,1,13,13,1561
720,598,174,1,1,1,9,9,1683
721,461,264,0.928571429,1,0.962962963,13,14,1581
722,532,214,0.875,1,0.933333333,7,8,1596
723,117,129,1,1,1,7,7,1566
724,567,69,0.857142857,1,0.923076923,6,7,1502
725,431,513,0.916666667,1,0.956521739,11,12,1576
726,371,546,1,1,1,15,15,1608
727,600,278,1,1,1,9,9,1629
728,505,523,0.857142857,1,0.923076923,6,7,1534
729,140,570,1,1,1,7,7,1597
730,390,413,0.818181818,1,0.9,9,11,1552
731,82,658,0.75,1,0.857142857,6,8,1652
732,658,248,1,1,1,7,7,1605
733,400,263,0.9,1,0.947368421,9,10,1580
734,102,399,0.8,1,0.888888889,12,15,1542
735,368,85,0.8,1,0.888888889,8,10,1686
736,343,311,0.909090909,1,0.952380952,10,11,1547
737,223,139,0.923076923,1,0.96,12,13,1619
738,621,536,1,1,1,9,9,1553
739,339,382,1,1,1,11,11,1619
740,520,542,1,1,1,9,9,1688
741,67,61,1,1,1,10,10,1522
742,116,268,0.818181818,1,0.9,9,11,1609
743,240,312,0.777777778,1,0.875,7,9,1615
744,406,30,0.666666667,1,0.8,6,9,1645
745,537,371,1,1,1,5,5,1666
746,406,566,0.818181818,1,0.9,9,11,1580
747,211,214,0.888888889,1,0.941176471,8,9,1602
748,138,243,0.846153846,1,0.916666667,11,13,1539
749,413,543,0.888888889,1,0.941176471,8,9,1489
750,406,227,1,1,1,8,8,1639
751,498,198,0.909090909,1,0.952380952,10,11,1669
752,83,60,1,1,1,13,13,1621
753,588,258,1,1,1,6,6,1470
754,198,91,0.916666667,1,0.956521739,11,12,1597
755,21,351,0.916666667,1,0.956521739,11,12,1597
756,327,614,1,1,1,6,6,1567
757,200,74,0.888888889,1,0.941176471,8,9,1562
758,17,407,0.9,1,0.947368421,9,10,1593
759,246,186,1,1,1,10,10,1641
760,473,592,0.909090909,1,0.952380952,10,11,1634
761,35,438,0.888888889,1,0.941176471,8,9,1616
762,556,526,0.7,1,0.823529412,7,10,1537
763,58,539,1,1,1,8,8,1620
764,164,209,0.9375,1,0.967741935,15,16,1503
765,291,542,1,1,1,9,9,1630
766,403,270,0.6,1,0.75,6,10,1542
767,438,14,0.714285714,1,0.833333333,5,7,1559
768,314,232,1,1,1,6,6,1534
769,138,490,0.9,1,0.947368421,9,10,1687
770,409,9,1,1,1,6,6,1618
771,324,625,0.666666667,1,0.8,4,6,1596
772,481,225,0.916666667,1,0.956521739,11,12,1568
773,505,241,1,1,1,7,7,1626
774,389,587,0.8,1,0.888888889,8,10,1598
775,552,496,1,1,1,6,6,1538
776,519,296,1,1,1,9,9,1637
777,585,429,0.857142857,1,0.923076923,6,7,1611
778,563,21,0.7,1,0.823529412,7,10,1575
779,216,344,0.916666667,1,0.956521739,11,12,1687
780,70,161,1,1,1,16,16,1528
781,134,447,0.916666667,1,0.956521739,11,12,1686
782,337,190,0.933333333,1,0.965517241,14,15,1562
783,179,63,1,1,1,4,4,1471
784,527,254,0.727272727,1,0.842105263,8,11,1636
785,54,457,0.909090909,1,0.952380952,10,11,1507
786,353,406,0.846153846,1,0.916666667,11,13,1563
787,13,504,0.5,1,0.666666667,2,4,1437
788,517,476,0.9,1,0.947368421,9,10,1620
789,310,583,1,1,1,9,9,1561
790,211,12,0.777777778,1,0.875,7,9,1644
791,410,133,0.909090909,1,0.952380952,10,11,1558
792,635,183,0.75,1,0.857142857,9,12,1641
793,188,395,0.909090909,1,0.952380952,10,11,1605
794,240,244,0.727272727,1,0.842105263,8,11,1591
795,28,377,0.818181818,1,0.9,9,11,1551
796,592,183,0.571428571,1,0.727272727,8,14,1636
797,392,473,0.857142857,1,0.923076923,6,7,1627
798,8,149,1,1,1,11,11,1660
799,15,81,0.777777778,1,0.875,7,9,1497
800,273,289,0.714285714,1,0.833333333,5,7,1523
801,250,413,0.875,1,0.933333333,7,8,1670
802,595,487,1,1,1,9,9,1583
803,250,356,0.875,1,0.933333333,7,8,1656
804,548,379,0.833333333,1,0.909090909,10,12,1705
805,104,516,1,1,1,12,12,1660
806,607,426,1,1,1,8,8,1536
807,17,236,1,1,1,7,7,1638
808,625,144,1,1,1,14,14,1543
809,370,527,0.6,1,0.75,6,10,1625
810,480,526,0.928571429,1,0.962962963,13,14,1556
811,643,637,0.909090909,1,0.952380952,10,11,1566
812,660,405,0.642857143,1,0.782608696,9,14,1619
813,507,408,0.909090909,1,0.952380952,10,11,1594
814,481,169,1,1,1,4,4,1552
815,568,157,1,1,1,2,2,1470
816,68,648,0.636363636,1,0.777777778,7,11,1570
817,37,363,0.571428571,1,0.727272727,4,7,1521
818,576,6,0.8,1,0.888888889,4,5,1532
819,577,76,0.909090909,1,0.952380952,10,11,1594
820,380,401,0.846153846,1,0.916666667,11,13,1632
821,576,33,1,1,1,7,7,1622
822,274,449,0.923076923,1,0.96,12,13,1571
823,62,520,0.933333333,1,0.965517241,14,15,1570
824,591,473,0.75,1,0.857142857,3,4,1577
825,384,202,0.846153846,1,0.916666667,11,13,1577
826,211,501,0.75,1,0.857142857,9,12,1602
827,298,660,0.818181818,1,0.9,9,11,1521
828,170,333,1,1,1,7,7,1649
829,53,230,0.785714286,1,0.88,11,14,1657
830,627,459,0.909090909,1,0.952380952,10,11,1599
831,172,77,0.833333333,1,0.909090909,5,6,1601
832,514,637,1,1,1,9,9,1656
833,621,290,0.888888889,1,0.941176471,8,9,1576
834,232,78,0.9,1,0.947368421,9,10,1551
835,54,335,0.846153846,1,0.916666667,11,13,1567
836,568,281,1,1,1,9,9,1503
837,266,294,0.875,1,0.933333333,7,8,1651
838,594,171,0.857142857,1,0.923076923,12,14,1500
839,408,1,0.9,1,0.947368421,9,10,1568
840,256,229,1,1,1,7,7,1517
841,351,520,0.916666667,1,0.956521739,11,12,1563
842,411,168,0.916666667,1,0.956521739,11,12,1656
843,228,537,0.875,1,0.933333333,7,8,1654
844,597,220,0.9,1,0.947368421,9,10,1658
845,78,115,1,1,1,11,11,1637
846,396,557,1,1,1,11,11,1592
847,593,482,1,1,1,10,10,1586
848,313,10,0.818181818,1,0.9,9,11,1560
849,492,367,1,1,1,7,7,1694
850,570,134,0.769230769,1,0.869565217,10,13,1559
851,602,531,1,1,1,8,8,1638
852,529,289,1,1,1,10,10,1590
853,218,586,1,1,1,8,8,1598
854,547,39,0.894736842,1,0.944444444,17,19,1589
855,592,625,0.846153846,1,0.916666667,11,13,1639
856,351,16,0.909090909,1,0.952380952,10,11,1544
857,538,582,0.8,1,0.888888889,4,5,1573
858,11,492,0.909090909,1,0.952380952,10,11,1651
859,61,300,0.727272727,1,0.842105263,8,11,1518
860,624,120,1,1,1,3,3,1575
861,608,376,0.9,1,0.947368421,9,10,1637
862,384,71,0.875,1,0.933333333,7,8,1549
863,158,85,1,1,1,13,13,1563
864,11,178,1,1,1,7,7,1611
865,549,1,0.833333333,1,0.909090909,10,12,1625
866,107,27,0.818181818,1,0.9,9,11,1566
867,112,560,0.833333333,1,0.909090909,10,12,1586
868,650,598,0.888888889,1,0.941176471,8,9,1690
869,382,637,1,1,1,5,5,1660
870,291,396,0.875,1,0.933333333,7,8,1614
871,364,351,0.769230769,1,0.869565217,10,13,1559
872,415,112,1,1,1,6,6,1629
873,23,575,0.75,1,0.857142857,6,8,1538
874,313,116,1,1,1,9,9,1426
875,497,481,0.909090909,1,0.952380952,10,11,1585
876,332,212,0.888888889,1,0.941176471,8,9,1568
877,371,418,0.9,1,0.947368421,9,10,1714
878,609,97,0.846153846,1,0.916666667,11,13,1534
879,486,203,1,1,1,10,10,1612
880,339,61,0.923076923,1,0.96,12,13,1586
881,578,321,1,1,1,7,7,1495
882,33,332,0.833333333,1,0.909090909,10,12,1635
883,542,73,0.916666667,1,0.956521739,11,12,1576
884,360,628,1,1,1,7,7,1573
885,206,622,0.75,1,0.857142857,3,4,1636
886,592,84,0.846153846,1,0.916666667,11,13,1670
887,154,17,0.846153846,1,0.916666667,11,13,1618
888,443,268,1,1,1,3,3,1598
889,352,326,0.75,1,0.857142857,9,12,1702
890,156,120,1,1,1,5,5,1560
891,235,618,0.857142857,1,0.923076923,12,14,1677
892,233,191,0.888888889,1,0.941176471,8,9,1598
893,393,30,0.9,1,0.947368421,9,10,1537
894,537,437,1,1,1,10,10,1644
895,269,627,1,1,1,6,6,1646
896,421,628,0.857142857,1,0.923076923,12,14,1603
897,102,549,0.833333333,1,0.909090909,5,6,1540
898,181,62,0.833333333,1,0.909090909,10,12,1532
899,66,414,1,1,1,6,6,1592
900,424,588,0.888888889,1,0.941176471,8,9,1591
901,261,69,0.888888889,1,0.941176471,8,9,1587
902,410,532,0.777777778,1,0.875,7,9,1661
903,332,305,0.888888889,1,0.941176471,8,9,1478
904,101,357,1,1,1,8,8,1680
905,292,615,1,1,1,5,5,1561
906,75,628,0.875,1,0.933333333,7,8,1599
907,476,425,0.888888889,1,0.941176471,8,9,1631
908,578,401,0.9,1,0.947368421,9,10,1541
909,125,404,1,1,1,9,9,1537
910,539,183,0.888888889,1,0.941176471,8,9,1601
911,154,190,0.888888889,1,0.941176471,8,9,1527
912,325,476,0.785714286,1,0.88,11,14,1544
913,213,393,0.764705882,1,0.866666667,13,17,1587
914,356,323,0.875,1,0.933333333,7,8,1630
915,548,258,0.933333333,1,0.965517241,14,15,1568
916,268,67,0.777777778,1,0.875,7,9,1569
917,648,384,0.666666667,1,0.8,6,9,1456
918,592,540,0.846153846,1,0.916666667,11,13,1549
919,442,228,1,1,1,4,4,1609
920,519,403,0.916666667,1,0.956521739,11,12,1581
921,276,246,0.666666667,1,0.8,6,9,1572
922,526,117,0.833333333,1,0.909090909,5,6,1535
923,179,588,0.866666667,1,0.928571429,13,15,1551
924,170,525,0.916666667,1,0.956521739,11,12,1668
925,469,400,1,1,1,11,11,1646
926,519,182,1,1,1,9,9,1555
927,337,326,0.714285714,1,0.833333333,5,7,1629
928,144,618,0.846153846,1,0.916666667,11,13,1636
929,543,194,1,1,1,6,6,1527
930,519,205,0.923076923,1,0.96,12,13,1710
931,500,9,0.888888889,1,0.941176471,8,9,1556
932,379,206,1,1,1,9,9,1587
933,270,392,0.857142857,1,0.923076923,12,14,1616
934,502,63,1,1,1,4,4,1601
935,441,506,0.888888889,1,0.941176471,8,9,1672
936,166,296,1,1,1,11,11,1563
937,295,135,1,1,1,5,5,1653
938,506,132,0.888888889,1,0.941176471,8,9,1592
939,398,268,0.666666667,1,0.8,8,12,1585
940,257,473,1,1,1,14,14,1537
941,295,272,1,1,1,5,5,1559
942,564,35,0.625,1,0.769230769,5,8,1512
943,461,44,0.666666667,1,0.8,6,9,1634
944,533,506,0.714285714,1,0.833333333,5,7,1533
945,540,64,1,1,1,8,8,1578
946,31,227,1,1,1,8,8,1688
947,146,486,0.846153846,1,0.916666667,11,13,1658
948,638,525,1,1,1,8,8,1692
949,391,268,1,1,1,11,11,1627
950,69,329,0.933333333,1,0.965517241,14,15,1586
951,643,310,0.823529412,1,0.903225806,14,17,1650
952,319,11,0.857142857,1,0.923076923,6,7,1617
953,328,315,0.857142857,1,0.923076923,6,7,1574
954,391,484,0.928571429,1,0.962962963,13,14,1621
955,50,238,0.888888889,1,0.941176471,8,9,1624
956,236,378,0.857142857,1,0.923076923,6,7,1571
957,198,128,0.714285714,1,0.833333333,5,7,1508
958,54,324,1,1,1,13,13,1669
959,247,312,0.833333333,1,0.909090909,10,12,1629
960,631,412,0.88,1,0.936170213,22,25,1662
961,205,274,0.916666667,1,0.956521739,11,12,1609
962,20,99,1,1,1,9,9,1592
963,421,495,0.875,1,0.933333333,7,8,1612
964,153,5,0.785714286,1,0.88,11,14,1559
965,565,579,0.833333333,1,0.909090909,5,6,1597
966,332,153,0.8,1,0.888888889,8,10,1633
967,534,292,1,1,1,6,6,1558
968,183,323,0.916666667,1,0.956521739,11,12,1579
969,546,528,1,1,1,14,14,1567
970,205,248,0.875,1,0.933333333,7,8,1692
971,63,616,1,1,1,6,6,1588
972,175,229,1,1,1,7,7,1625
973,79,76,0.9,1,0.947368421,9,10,1646
974,79,589,1,1,1,11,11,1590
975,124,130,1,1,1,8,8,1534
976,659,355,0.888888889,1,0.941176471,8,9,1494
977,198,635,0.9,1,0.947368421,9,10,1605
978,385,126,0.583333333,1,0.736842105,7,12,1667
979,395,78,1,1,1,9,9,1648
980,384,137,0.875,1,0.933333333,7,8,1499
981,244,469,1,1,1,5,5,1535
982,117,341,1,1,1,7,7,1563
983,391,445,1,1,1,9,9,1719
984,386,49,0.833333333,1,0.909090909,10,12,1618
985,162,91,1,1,1,10,10,1642
986,289,511,1,1,1,5,5,1519
987,182,310,0.666666667,1,0.8,8,12,1546
988,618,541,0.8,1,0.888888889,8,10,1626
989,536,531,1,1,1,14,14,1573
990,153,490,0.857142857,1,0.923076923,12,14,1601
991,19,616,0.833333333,1,0.909090909,10,12,1519
992,241,18,0.923076923,1,0.96,12,13,1591
993,625,288,0.857142857,1,0.923076923,6,7,1610
994,381,42,0.75,1,0.857142857,9,12,1586
995,45,453,1,1,1,9,9,1475
