factor0,factor1,factor2,factor3,factor4,factor5,factor6,factor7,factor8,factor9,factor10,factor11,factor12,factor13,factor14,factor15,factor16,factor17,factor18,factor19,factor20,factor21,factor22,factor23,factor24,factor25,factor26,factor27,factor28,factor29,factor30,factor31,factor32,factor33,factor34,factor35,factor36,factor37,factor38,factor39,factor40,factor41,factor42,factor43,factor44,factor45,factor46,factor47,factor48,factor49,factor50,factor51,factor52,factor53,factor54,factor55,factor56,factor57,factor58,factor59
-0.8325048927027983,0.89739748864913,0.14619608910776632,-0.6676306911542691,0.3054823301065066,0.6438145094410724,0.42285600681012125,-0.3161598316900591,-0.8607798158709467,0.255691522614754,-0.7871934944230206,0.4405508480507329,0.39195734051891573,-0.7291611651333941,-0.8619305074071983,0.281633267942202,0.7600333793926001,-0.17256758991568136,-0.16126467883397244,0.6029219637482941,-0.6572068479738181,-0.08521668399097265,-0.6969876542216691,-0.20334185201798285,0.12042104799587336,0.5539683515414578,-0.14574374407006008,-0.3119997227503021,0.5942013128423396,-0.4488762453401706,-0.21052420216612,-0.6028381776187158,-0.06140276556835823,0.6409865792715606,0.782363671677273,-0.07036171419460854,-0.9460107504258998,-0.2820748060055467,0.5628021360364621,-0.92379840361483,0.3992179766802532,0.5606735136750916,-0.6265186248337729,0.37343466701293276,0.7179898789753743,0.26036160779429607,-0.34393339751626895,-0.8581153649323486,0.6105249891151913,-0.4482992458120457,-0.7249166829400573,-0.6951116131815014,0.2649963271446527,-0.06410823957460701,0.08160630765964734,0.7391150897034401,-0.03594874470794876,0.7834788786643617,0.296175636080396,-0.658584613614665
0.3765251876667839,-0.22359714295852656,-0.059870842291777,-0.15140672976425537,0.7704751173038444,0.3698749966770357,0.7687922852477114,0.5538262874569554,-0.23515230257252276,-0.541429667000828,0.85663035213722,0.7877050030075939,-0.9108690837781892,-0.41331872130962666,0.710160562031254,-0.6295284652790284,0.2692039306441091,-0.5683328749584807,-0.05849468374242226,-0.19267795389717834,0.9087160805864437,0.41578326901350554,0.6943752919862134,0.0217706531096126,-0.4195152364988477,0.49141291870886783,-0.9095515446786963,-0.8774640514813824,-0.49677065714909197,0.6642625216900284,0.305493638416802,0.5241600016073366,-0.2894982869051361,0.6900128858576762,0.20472612119147937,-0.8446750976978095,0.8718515845830777,-0.1960727984340889,-0.31775671317772997,-0.35886966229367195,-0.25173986953459165,0.4075082193668854,-0.728206099602504,0.055795712646832085,-0.822192639923471,0.4622645165795951,-0.0977191204228244,-0.38314013387087564,0.21593645567512237,0.9317484903122025,-0.23225842437218913,0.9625494926698989,0.1380519342056803,0.7397674556849896,0.5253922387632086,0.16560293976484386,-0.19710879864051503,-0.6880733917174361,0.05093171825541275,-0.6806949386563687
0.3323034158156469,0.15937182786385393,-0.4106265001788314,0.12566638990367177,0.162319186569764,0.15288509029982866,0.1350369406868918,0.51770052073457,-0.4143725925162973,-0.6829852140561878,0.5394583056233995,0.43732153672097723,-0.7554152728823039,-0.051563560550221765,0.5417224161498362,-0.062461326507781495,-0.5226059266342545,-0.4792764910998049,0.1266592762221209,-0.3795383763657309,0.3322478180779822,-0.22318930162736553,-0.7494296722373897,-0.2481823244301438,0.9159579370670293,-0.12857828856288542,0.8856236902355754,0.07012235764219794,0.6403732779124881,-0.8193212376942206,-0.4385930874481814,-0.3680658491657561,0.14650439211726357,-0.43852442856992796,-0.5998676534531046,-0.28738458248801424,0.2650238403045089,-0.8301033772065817,-0.6568439297313073,-0.12300128024623819,0.28502746995869943,0.7686729134464382,0.90578288210997,-0.372586344023831,0.8249840293638916,-0.6331424628591492,-0.7366851062445611,-0.9195684264663343,0.43107901065939985,-0.26224753540720597,0.052661451069147,0.41565927079533377,0.4977330974751618,0.7560928338610866,0.6080634131447984,0.4702221613628171,-0.259262886274985,-0.6308187516099764,0.7916327768212341,-0.21762095273058124
0.49708210276683423,0.23962423787539722,0.2359849039850425,-0.3420423416406028,-0.29536486014343616,-0.8115980653606595,0.09115345296837458,-0.1375184679093897,-0.2050895320958747,0.7422641584338308,-0.20720397514256308,-0.8489732259392491,0.5592959466795081,0.05114268269347792,0.8248400415903602,0.441361524603152,0.3333835849502105,0.07361121711626162,0.9680734768435302,-0.15698225202998797,-0.21933969046112836,-0.18144176165726061,0.45463208042000114,0.7217002235373432,0.7741380523186107,-0.8339957307667278,-0.8451975706438404,-0.08235528394843677,0.7382774312445286,0.43241934178158614,-0.036528833969771746,0.8118799193452453,-0.14958663598335895,-0.07866726423998725,-0.6766919724007694,0.023249831772478857,0.4228048165973168,0.3617082709465176,-0.5047757187226114,-0.43776229925115556,0.04641421760102119,-0.24954309169749742,0.0759023187829547,-0.4817286770661933,0.3371692900005974,0.48246618697554716,0.26071321720771345,-0.04156216377912043,-0.8213680848795961,-0.4722021421571098,-0.6989519647906374,0.09868512261044236,-0.3980893757045497,0.8010054302034364,-0.22439537425267447,0.8230160661588658,0.00195313810740039,0.750983000057274,-0.5751235547872403,0.47020051217079534
-0.32563465058914043,-0.08084486685971792,0.11339836263896606,-0.5185591794110753,-0.7191240175398619,0.8848780386255228,-0.028627661042576934,-0.12627494641779563,0.34635142405225156,0.05337401897796799,-0.0940910537153351,-0.001517408364428455,0.8314601897510526,-0.3578080642899995,-0.8473911084881809,-0.9085360744166378,-0.7394817869330248,-0.7535425688116292,0.5853143502915451,-0.14272696070904875,-0.40697999272702085,-0.5724964958660476,-0.23737332885201876,-0.3917041456031658,0.6441638592065538,0.8903122008117642,-0.10571924789880369,-0.9140478120486359,-0.46274967708353143,-0.6548304257967034,0.16272651586391323,-0.0047535141853801465,-0.02110329811287963,0.9043524243765062,-0.05467980160426827,-0.625965829615877,-0.5208156193644639,0.5987690798083467,0.6797987263409283,0.007794669167371374,-0.8645980320189339,-0.6549180401264129,0.08464982526462422,-0.823873496882655,0.8356511384526785,-0.5696853867608143,-0.7616765849357381,-0.42018067285389626,-0.6873334240137596,-0.5303460930350232,0.6513720771106418,0.27808158632145563,-0.059557275830422154,-0.34503235770078833,0.8344757426660708,-0.2868114742871681,-0.5519945222899701,-0.050147953639818096,0.8608386180082523,-0.384134606891082
-0.7292485830364468,0.609454913049417,0.6125327379203797,-0.20923706184319651,-0.26607654378084983,-0.39106588514075813,-0.3803682144058911,-0.7647623198862322,-0.6919298591647204,0.47354582434540154,-0.420305759899405,-0.7460947774271258,0.35908333213741095,0.3632357437295144,0.10719778390700344,-0.5641436486550961,0.16983819396166802,0.5588078574028572,0.3987259000561356,-0.16122261236100885,-0.7412848808217477,0.6567643220961144,0.6129371106709397,-0.8059588271025413,-0.30672408191554734,-0.1725418616960454,-0.4221866786275814,0.19010678910984885,-0.6995437442124988,-0.7196729825498466,-0.8016082408642178,0.8687820071526738,-0.15467667920116784,-0.05534157529699502,0.6991684868545021,0.44539485146680474,0.3525311601741504,-0.33288447962286155,-0.5702938659915824,0.2383773950902558,0.5641881725350703,-0.16788538515597154,-0.566826286474321,0.03981452147886168,-0.6928125344973414,-0.793075638661957,-0.10074785970264441,0.610619559188329,-0.40375166490949577,-0.5735927814378451,0.9296223531885902,0.7175018802885526,-0.9464249030496512,-0.15026437743611584,-0.3807840954534463,-0.16348416435818522,-0.2679052583669694,0.14576310191889869,0.06097457471503634,0.6365413563535345
-0.7054687722362699,0.7613609980795425,0.0233631863380854,-0.5743518934452777,0.6476822071445925,-0.49272637695636073,0.678156653445976,0.36122873665495436,-0.23703772612484073,-0.5107842555585858,0.7846628254297302,-0.15421030036072342,0.1517040951624134,0.8244922247321197,0.8501718120435862,-0.09880953485668686,-0.15268750664844963,-0.4168783444413211,-0.485745939611982,0.5395687185146514,-0.8066118833670467,-0.04013036476560367,0.49780145691873323,-0.1914501885503742,0.4192605604558859,0.2488519535140151,0.16369235992413764,-0.2742295823989887,0.4267266244463541,0.655566341889562,-0.5581008683938204,0.24680077223134106,-0.7968310877904448,-0.44761907815561996,0.8774025749427758,0.04727138365285452,0.675386976022027,-0.25892147202200066,0.2720425728001508,0.694311250610968,0.24388215068062422,-0.5605153526127811,-0.8808222847134116,-0.4307896727409118,0.9074400767090972,0.11295652525737546,-0.17151010662503471,0.12779248453019176,0.0829651461186685,-0.49245788842109434,-0.3488490487168026,0.9365733282063261,-0.6198726633357076,-0.902991217124753,0.4050092414794682,0.5767312580934542,0.8678006635845451,-0.7852204399748067,-0.013173146092441055,0.9187302000420281
0.5371375183575108,0.1929786271449821,-0.5605848335027226,-0.3635834958429293,0.7773283166128765,0.6664977849487443,0.07474519635236326,0.8873200117372978,-0.9559943122304473,-0.5076570266775331,-0.888775312316779,-0.32338327154280394,-0.8191742411337425,-0.1724818998804542,0.4480597638203386,-0.5113597657988409,-0.1447407045020107,-0.23272658278893144,0.18924873155669839,-0.7536386661366307,0.5772290006646034,-0.7372139971621307,-0.04610874166289927,0.7962844692736658,-0.5522548988191289,-0.5158055904582614,0.8344158533052853,0.7405038185719551,-0.34687630513667467,0.41777329013373826,0.45725008622174634,0.6387677570765987,0.6672991546297691,0.23720911045385973,0.8071639035554017,0.5506053236433556,0.2566376596645529,0.3129725927333676,0.8946594037125651,-0.6569473600970963,0.2679242379103008,0.22684525109150516,0.28859666896129255,0.08267640860549344,-0.2784679501942287,-0.41281912920441677,-0.03360233614813269,0.8774482190993474,0.09661533776521933,-0.44418353492531326,0.49493075156211686,0.7987183560924423,-0.7192136113410832,0.9013968074276543,-0.41024603727511083,0.08206754178592493,-0.25968044094650733,-0.5157553360165015,0.43338508275563786,-0.8717253160421109
-0.7504235929456723,-0.9382170702380824,-0.21926890132863047,-0.32153590320689457,0.8459066726349892,-0.34516811848956436,0.766711475591876,-0.13689487023684022,0.10751212798252419,0.9462042776786077,0.897366432947315,-0.32553016786846756,0.35221201855060424,0.4356913539248323,0.7786675644504426,-0.49489891135543895,0.4903794338952378,0.2614584078283431,-0.0859109476460452,-0.14921664410652838,0.029620132701151453,0.33104719957345236,-0.28950997129061534,0.3023266909747978,-0.1271487174817668,0.7818511991599161,-0.1740143660200796,0.789136248153387,0.8890224702404803,-0.20639111659021056,-0.4246511289397843,-0.4917962474846923,0.9042301830662418,0.622344403359772,-0.6044564945410789,-0.373174479975916,-0.0048314558388159795,0.051055488837380564,0.3592674370150607,-0.5182770674427502,0.8861469006883956,-0.016452262491501474,-0.7311023120232739,-0.630398086089293,0.24955744871839014,-0.36701499172104296,-0.033120545733244494,0.7037073355633576,-0.6502229470969529,-0.10990610004663103,-0.38911508018773133,-0.2634528793220743,0.7382124173325403,0.2668177621477785,-0.17189302229857584,-0.045814061862543325,-0.5698540609238787,-0.46636780699010577,-0.17499302345729706,0.7136494860674298
-0.28622190755193405,-0.7741300170088313,0.7937813706667575,0.05434912744950794,0.42008209551050646,-0.718790130249006,0.36730569762890924,-0.3379056445106346,0.5779898496447637,0.47662232790145126,0.7004620463822228,0.8347612580171869,0.7050734465744244,0.6672367929421538,0.16712977503487159,-0.02598133330784264,-0.32578912822986783,-0.5302412599957727,0.709208410353424,0.649237039496732,-0.7736192299520821,-0.791793547938958,-0.05799397657473639,0.835177283932965,0.13467963106739408,0.3693874848909367,-0.7084391143309463,-0.8874585710564419,-0.5082614662799894,0.2839814779739853,0.2280355495464786,0.0025842632646605078,0.16794179088847036,-0.3686503005915498,-0.6618424699880462,-0.2936857438840959,-0.5673549726522191,0.03934764237137562,0.3095106597132031,-0.6318840419504889,0.20179195012616838,0.6671324556311266,-0.35889264300332757,-0.725364495133381,-0.06422294145442531,-0.8884129453650762,-0.6806785326633281,0.31544684305588755,-0.3186283702263076,0.24154061636258067,0.5494490601505964,0.14172990949024605,-0.4337690497361409,-0.28161449818911083,0.22963413956997192,-0.9523042817351269,0.5968123632126241,-0.7360645082833795,0.005510262421342208,-0.5271867483199832
0.5137271784648678,0.6090133954127213,-0.7223220971077039,0.6158500130352678,-0.46207580009311916,0.3370485902117718,0.07250122859744183,0.4747280912892642,0.2386547553675036,-0.21694852711690144,-0.0658515421459703,0.35329211289607476,-0.4245743735455841,0.6434987255349649,0.38366717900660485,-0.6326325005106944,-0.384414868936206,0.38357413670428825,-0.5575802886385579,0.6726340836751175,-0.25507862589269636,0.5245319080352806,-0.08361605987855703,-0.8770702383994756,-0.8603388602055198,-0.028219353515793695,0.4243023076932407,0.8094822516609883,0.21701002284957843,0.36339475164504864,0.35763033759724533,-0.6518809433288687,-0.42049780943477605,-0.36772085410132294,0.25904910176964313,0.2940780141458616,-0.20814712477588987,0.774613830558365,0.3833791177235826,-0.11058971977167416,-0.03146983383831511,-0.9062790402089393,-0.6445968894816533,0.12134742711662035,-0.5990126839451922,0.730006188798976,-0.45770830512437455,-0.13146427912701672,0.3669758453857577,0.061312523177761605,-0.6298328879027327,-0.022680701002705417,-0.04896112699573155,-0.4448747639771709,-0.1471902502243001,-0.8407970662225703,-0.6035192090245936,-0.009995750032520264,-0.6927760401664768,0.35041257973339457
