,User 0,User 1,precisionG,recallG,fscoreG,T,C,Quantity
664,20,585,1,1,1,2,2,1669
665,449,273,0.909090909,1,0.952380952,10,11,1698
666,480,579,0.857142857,1,0.923076923,6,7,1654
667,338,386,1,1,1,8,8,1713
668,301,568,0.9,1,0.947368421,9,10,1759
669,86,394,0.777777778,1,0.875,7,9,1753
670,631,400,1,1,1,5,5,1769
671,16,453,0.666666667,1,0.8,4,6,1640
672,220,430,1,1,1,5,5,1753
673,353,295,1,1,1,7,7,1726
674,409,162,1,1,1,7,7,1740
675,480,530,1,1,1,5,5,1714
676,26,390,0.666666667,1,0.8,2,3,1686
677,397,562,0.916666667,1,0.956521739,11,12,1716
678,366,569,1,1,1,8,8,1708
679,172,602,1,1,1,5,5,1667
680,348,513,1,1,1,10,10,1775
681,449,200,1,1,1,3,3,1678
682,338,129,1,1,1,4,4,1752
683,213,271,1,1,1,12,12,1741
684,143,503,1,1,1,8,8,1668
685,135,145,1,1,1,8,8,1706
686,150,445,0.833333333,1,0.909090909,5,6,1705
687,591,406,1,1,1,6,6,1698
688,364,287,0.833333333,1,0.909090909,5,6,1706
689,407,129,1,1,1,6,6,1662
690,173,378,0.666666667,1,0.8,2,3,1676
691,287,483,0.875,1,0.933333333,7,8,1757
692,405,196,1,1,1,7,7,1720
693,276,423,0.875,1,0.933333333,7,8,1752
694,53,222,1,1,1,7,7,1665
695,413,271,1,1,1,6,6,1681
696,342,558,1,1,1,6,6,1661
697,495,332,1,1,1,10,10,1779
698,609,416,0.8,1,0.888888889,8,10,1751
699,413,32,1,1,1,11,11,1702
700,437,170,1,1,1,7,7,1671
701,456,467,1,1,1,5,5,1744
702,567,299,1,1,1,5,5,1701
703,31,275,1,1,1,3,3,1647
704,206,406,0.75,1,0.857142857,3,4,1692
705,572,135,1,1,1,7,7,1678
706,451,189,1,1,1,6,6,1763
707,474,520,1,1,1,4,4,1789
708,274,621,1,1,1,10,10,1747
709,86,72,1,1,1,6,6,1711
710,463,268,1,1,1,2,2,1722
711,462,105,1,1,1,6,6,1701
712,11,34,0.875,1,0.933333333,7,8,1726
713,490,97,1,1,1,3,3,1727
714,94,524,1,1,1,7,7,1678
715,511,499,1,1,1,2,2,1732
716,507,422,1,1,1,10,10,1777
717,605,89,1,1,1,4,4,1741
718,561,625,0.8,1,0.888888889,4,5,1800
719,389,638,0,0,0,0,0,1688
720,252,531,1,1,1,3,3,1683
721,569,121,1,1,1,4,4,1739
722,94,414,1,1,1,6,6,1761
723,546,505,1,1,1,4,4,1746
724,451,92,0.8,1,0.888888889,4,5,1702
725,545,248,1,1,1,3,3,1679
726,648,565,1,1,1,4,4,1718
727,560,5,1,1,1,6,6,1669
728,572,390,1,1,1,8,8,1692
729,605,501,0.909090909,1,0.952380952,10,11,1710
730,413,442,1,1,1,11,11,1747
731,483,229,1,1,1,7,7,1755
732,419,289,1,1,1,4,4,1743
733,311,617,1,1,1,6,6,1664
734,283,187,1,1,1,7,7,1604
735,517,123,1,1,1,4,4,1731
736,176,565,0.6,1,0.75,3,5,1644
737,122,605,1,1,1,11,11,1677
738,175,301,1,1,1,6,6,1716
739,585,442,1,1,1,7,7,1709
740,342,347,1,1,1,3,3,1675
741,350,448,1,1,1,5,5,1685
742,318,220,0.8,1,0.888888889,4,5,1762
743,486,529,1,1,1,4,4,1765
744,218,185,1,1,1,3,3,1640
745,123,84,1,1,1,6,6,1734
746,285,176,1,1,1,8,8,1709
747,37,92,0.8,1,0.888888889,4,5,1718
748,395,393,0,0,0,0,0,1635
749,335,410,1,1,1,4,4,1798
750,481,504,1,1,1,6,6,1742
751,1,445,1,1,1,8,8,1808
752,418,30,1,1,1,5,5,1664
753,63,598,1,1,1,4,4,1723
754,368,18,1,1,1,3,3,1746
755,404,211,1,1,1,5,5,1669
756,59,141,1,1,1,4,4,1714
757,522,43,0.857142857,1,0.923076923,6,7,1684
758,561,512,1,1,1,7,7,1717
759,597,414,1,1,1,3,3,1679
760,151,528,1,1,1,7,7,1705
761,426,164,0.833333333,1,0.909090909,5,6,1783
762,204,612,1,1,1,10,10,1728
763,120,174,0.75,1,0.857142857,3,4,1800
764,50,287,0.857142857,1,0.923076923,6,7,1710
765,280,128,1,1,1,5,5,1702
766,455,291,1,1,1,7,7,1739
767,240,605,0.833333333,1,0.909090909,5,6,1773
768,370,77,1,1,1,5,5,1679
769,247,94,0.857142857,1,0.923076923,6,7,1726
770,384,282,0.8,1,0.888888889,4,5,1768
771,188,570,1,1,1,2,2,1686
772,112,460,1,1,1,3,3,1725
773,358,489,1,1,1,7,7,1731
774,85,616,0.875,1,0.933333333,7,8,1729
775,518,143,1,1,1,6,6,1695
776,79,572,1,1,1,9,9,1751
777,368,514,1,1,1,6,6,1794
778,563,302,1,1,1,4,4,1699
779,186,157,0.8,1,0.888888889,4,5,1793
780,612,579,1,1,1,5,5,1747
781,520,246,0.8,1,0.888888889,4,5,1694
782,140,388,1,1,1,4,4,1668
783,544,93,1,1,1,11,11,1669
784,184,511,1,1,1,6,6,1756
785,241,308,1,1,1,3,3,1760
786,70,154,1,1,1,11,11,1648
787,534,73,0.666666667,1,0.8,2,3,1712
788,444,436,0.8,1,0.888888889,4,5,1664
789,152,137,0.875,1,0.933333333,7,8,1798
790,571,480,1,1,1,5,5,1704
791,592,281,0.909090909,1,0.952380952,10,11,1737
792,143,561,0.8,1,0.888888889,4,5,1693
793,21,444,1,1,1,7,7,1780
794,339,286,1,1,1,7,7,1778
795,460,601,1,1,1,9,9,1681
796,391,336,0.875,1,0.933333333,7,8,1750
797,298,59,1,1,1,8,8,1694
798,641,68,1,1,1,4,4,1688
799,383,401,1,1,1,6,6,1731
800,486,384,1,1,1,3,3,1753
801,41,428,0.8,1,0.888888889,4,5,1664
802,557,560,0.75,1,0.857142857,3,4,1636
803,637,217,1,1,1,6,6,1722
804,570,610,1,1,1,5,5,1684
805,506,168,1,1,1,9,9,1750
806,572,219,1,1,1,6,6,1693
807,502,591,1,1,1,9,9,1680
808,107,411,1,1,1,5,5,1746
809,81,554,1,1,1,4,4,1754
810,169,224,1,1,1,3,3,1776
811,172,319,1,1,1,9,9,1680
812,409,492,1,1,1,11,11,1726
813,316,175,0.75,1,0.857142857,3,4,1693
814,72,127,1,1,1,5,5,1731
815,129,438,1,1,1,9,9,1766
816,63,176,1,1,1,4,4,1674
817,94,207,1,1,1,6,6,1751
818,544,412,0.916666667,1,0.956521739,11,12,1732
819,424,184,1,1,1,5,5,1777
820,71,73,1,1,1,6,6,1754
821,197,623,1,1,1,5,5,1644
822,509,458,1,1,1,6,6,1783
823,628,338,1,1,1,6,6,1692
824,178,286,0.9,1,0.947368421,9,10,1695
825,609,68,1,1,1,6,6,1705
826,329,264,1,1,1,5,5,1791
827,249,62,1,1,1,5,5,1761
828,307,494,0.666666667,1,0.8,2,3,1618
829,612,633,1,1,1,9,9,1733
830,588,494,1,1,1,4,4,1765
831,93,305,1,1,1,4,4,1757
832,169,559,1,1,1,7,7,1715
833,286,642,1,1,1,9,9,1603
834,599,173,1,1,1,7,7,1770
835,255,632,1,1,1,5,5,1765
836,453,629,1,1,1,9,9,1638
837,372,542,1,1,1,9,9,1761
838,384,622,0.75,1,0.857142857,6,8,1699
839,367,413,0.857142857,1,0.923076923,6,7,1703
840,265,205,0.666666667,1,0.8,2,3,1679
841,387,44,0.75,1,0.857142857,3,4,1699
842,274,47,1,1,1,6,6,1780
843,33,67,0.75,1,0.857142857,3,4,1744
844,205,239,1,1,1,8,8,1700
845,209,591,1,1,1,8,8,1794
846,463,608,1,1,1,8,8,1729
847,283,136,0.857142857,1,0.923076923,6,7,1756
848,48,85,0.888888889,1,0.941176471,8,9,1736
849,484,141,1,1,1,8,8,1709
850,470,329,1,1,1,5,5,1815
851,202,575,0.857142857,1,0.923076923,6,7,1732
852,258,169,1,1,1,7,7,1733
853,110,130,1,1,1,6,6,1787
854,437,101,0,0,0,0,0,1655
855,250,528,1,1,1,10,10,1736
856,99,453,1,1,1,5,5,1670
857,197,115,1,1,1,4,4,1720
858,630,233,1,1,1,5,5,1731
859,166,286,1,1,1,6,6,1630
860,206,164,1,1,1,6,6,1706
861,483,568,1,1,1,8,8,1721
862,167,374,1,1,1,4,4,1684
863,189,25,1,1,1,6,6,1780
864,89,386,1,1,1,5,5,1704
865,438,41,0.916666667,1,0.956521739,11,12,1666
866,132,572,1,1,1,4,4,1619
867,590,559,1,1,1,7,7,1701
868,285,550,1,1,1,4,4,1698
869,448,526,1,1,1,6,6,1754
870,631,556,1,1,1,5,5,1717
871,638,466,1,1,1,6,6,1734
872,75,429,0.857142857,1,0.923076923,6,7,1581
873,434,119,1,1,1,7,7,1731
874,24,202,1,1,1,8,8,1781
875,408,454,1,1,1,9,9,1703
876,378,422,0.8,1,0.888888889,8,10,1700
877,480,292,0.857142857,1,0.923076923,6,7,1710
878,467,585,1,1,1,5,5,1658
879,301,6,0.666666667,1,0.8,2,3,1764
880,129,648,0.8,1,0.888888889,4,5,1747
881,141,299,1,1,1,8,8,1759
882,281,53,0.875,1,0.933333333,7,8,1672
883,249,405,1,1,1,8,8,1752
884,273,564,1,1,1,4,4,1732
885,328,319,1,1,1,5,5,1636
886,10,321,1,1,1,7,7,1738
887,72,606,1,1,1,5,5,1784
888,410,527,1,1,1,7,7,1787
889,127,579,1,1,1,13,13,1720
890,43,221,0.916666667,1,0.956521739,11,12,1754
891,324,489,1,1,1,7,7,1808
892,48,466,0.833333333,1,0.909090909,5,6,1740
893,130,396,1,1,1,6,6,1731
894,228,530,0.875,1,0.933333333,7,8,1747
895,195,132,1,1,1,9,9,1637
896,459,95,1,1,1,3,3,1762
897,82,194,0.75,1,0.857142857,3,4,1751
898,241,510,0.833333333,1,0.909090909,5,6,1768
899,78,502,0.875,1,0.933333333,7,8,1683
900,77,497,1,1,1,8,8,1752
901,200,303,1,1,1,5,5,1795
902,239,232,1,1,1,6,6,1705
903,368,121,1,1,1,5,5,1767
904,278,330,1,1,1,2,2,1664
905,582,622,1,1,1,5,5,1774
906,288,401,1,1,1,8,8,1636
907,244,30,1,1,1,7,7,1719
908,162,568,0.8,1,0.888888889,4,5,1664
909,222,446,1,1,1,5,5,1677
910,147,593,1,1,1,2,2,1663
911,16,81,1,1,1,9,9,1774
912,168,195,1,1,1,2,2,1656
913,395,442,1,1,1,3,3,1691
914,604,211,1,1,1,7,7,1790
915,431,536,1,1,1,6,6,1721
916,320,135,0.9,1,0.947368421,9,10,1701
917,586,370,1,1,1,5,5,1706
918,431,518,1,1,1,6,6,1703
919,303,590,1,1,1,8,8,1724
920,533,578,1,1,1,7,7,1757
921,366,88,0,0,0,0,0,1636
922,176,115,1,1,1,5,5,1766
923,36,310,1,1,1,8,8,1604
924,374,199,1,1,1,8,8,1585
925,424,454,1,1,1,8,8,1638
926,482,427,1,1,1,3,3,1649
927,614,430,1,1,1,7,7,1671
928,551,628,1,1,1,2,2,1725
929,643,319,1,1,1,10,10,1621
930,273,536,1,1,1,14,14,1771
931,278,239,1,1,1,9,9,1681
932,596,189,1,1,1,4,4,1634
933,246,386,1,1,1,5,5,1632
934,462,280,1,1,1,6,6,1714
935,419,186,1,1,1,7,7,1736
936,486,187,1,1,1,8,8,1635
937,106,220,1,1,1,4,4,1753
938,435,247,1,1,1,7,7,1767
939,570,433,1,1,1,6,6,1671
940,319,552,1,1,1,6,6,1686
941,163,218,1,1,1,8,8,1743
942,383,94,0.75,1,0.857142857,6,8,1720
943,166,150,1,1,1,6,6,1561
944,373,597,1,1,1,7,7,1770
945,103,65,0.8,1,0.888888889,4,5,1717
946,140,327,1,1,1,2,2,1763
947,642,232,1,1,1,5,5,1766
948,295,557,0.8,1,0.888888889,4,5,1590
949,615,402,1,1,1,5,5,1709
950,325,286,0.833333333,1,0.909090909,5,6,1603
951,46,483,1,1,1,5,5,1624
952,439,16,1,1,1,6,6,1740
953,149,263,1,1,1,3,3,1703
954,343,222,1,1,1,7,7,1724
955,150,303,1,1,1,5,5,1770
956,585,226,1,1,1,9,9,1736
957,601,414,1,1,1,9,9,1754
958,128,245,1,1,1,5,5,1722
959,499,85,0.75,1,0.857142857,3,4,1698
960,494,206,1,1,1,11,11,1647
961,98,563,1,1,1,5,5,1652
962,576,238,1,1,1,6,6,1703
963,534,252,1,1,1,4,4,1688
964,255,269,1,1,1,4,4,1691
965,146,261,1,1,1,5,5,1728
966,560,604,1,1,1,7,7,1789
967,33,278,1,1,1,6,6,1724
968,355,136,1,1,1,2,2,1794
969,105,448,1,1,1,10,10,1758
970,412,106,1,1,1,4,4,1750
971,181,573,1,1,1,10,10,1697
972,529,17,1,1,1,12,12,1696
973,239,283,1,1,1,8,8,1725
974,575,34,1,1,1,4,4,1683
975,137,97,1,1,1,10,10,1803
976,412,585,1,1,1,7,7,1674
977,369,301,0.833333333,1,0.909090909,5,6,1693
978,307,320,0.857142857,1,0.923076923,6,7,1765
979,495,254,1,1,1,9,9,1744
980,608,400,1,1,1,7,7,1736
981,311,63,1,1,1,6,6,1766
982,176,534,1,1,1,3,3,1684
983,295,59,1,1,1,8,8,1796
984,436,255,1,1,1,3,3,1747
985,21,441,1,1,1,7,7,1784
986,43,567,0.8,1,0.888888889,4,5,1766
987,142,456,0.818181818,1,0.9,9,11,1734
988,367,206,0.888888889,1,0.941176471,8,9,1754
989,471,637,0.75,1,0.857142857,3,4,1726
990,40,46,1,1,1,3,3,1687
991,42,45,1,1,1,6,6,1633
992,85,562,1,1,1,5,5,1701
993,516,115,1,1,1,7,7,1720
994,99,531,1,1,1,3,3,1689
995,182,539,1,1,1,3,3,1747
996,191,379,1,1,1,3,3,1657
997,63,622,1,1,1,4,4,1685
