,User 0,User 1,precisionG,recallG,fscoreG,T,C,Quantity
938,467,39,0.818181818,1,0.9,9,11,1725
939,615,434,1,1,1,6,6,1697
940,204,545,0.909090909,1,0.952380952,10,11,1709
941,542,446,0.75,1,0.857142857,3,4,1685
942,354,620,1,1,1,6,6,1728
943,573,502,1,1,1,11,11,1709
944,344,423,1,1,1,5,5,1801
945,593,123,1,1,1,10,10,1707
946,182,505,1,1,1,6,6,1731
947,629,372,1,1,1,12,12,1705
948,239,617,1,1,1,8,8,1806
949,48,535,0.6,1,0.75,3,5,1796
950,426,321,0.875,1,0.933333333,7,8,1784
951,359,336,1,1,1,6,6,1712
952,57,143,1,1,1,4,4,1788
953,336,150,1,1,1,4,4,1738
954,37,621,0.857142857,1,0.923076923,6,7,1743
955,3,5,1,1,1,7,7,1685
956,640,519,0,0,0,0,0,1701
957,575,483,1,1,1,8,8,1806
958,212,368,1,1,1,9,9,1730
959,200,472,1,1,1,6,6,1797
960,89,242,1,1,1,6,6,1707
961,465,601,1,1,1,5,5,1733
962,315,317,1,1,1,8,8,1742
963,212,420,1,1,1,4,4,1711
964,556,609,1,1,1,5,5,1754
965,395,2,0.857142857,1,0.923076923,6,7,1798
966,543,189,1,1,1,4,4,1737
967,418,165,0.8,1,0.888888889,4,5,1775
968,518,396,1,1,1,3,3,1728
969,18,527,1,1,1,3,3,1792
970,486,494,1,1,1,11,11,1655
971,110,327,1,1,1,6,6,1800
972,316,340,1,1,1,8,8,1764
973,177,69,0.75,1,0.857142857,6,8,1691
974,529,533,1,1,1,6,6,1648
975,471,550,1,1,1,2,2,1718
976,365,374,1,1,1,11,11,1808
977,624,73,0.8,1,0.888888889,4,5,1668
978,361,58,1,1,1,8,8,1639
979,529,131,1,1,1,6,6,1639
980,32,338,1,1,1,8,8,1732
981,497,66,1,1,1,7,7,1782
982,380,651,0,0,0,0,0,1614
983,443,372,1,1,1,4,4,1675
984,474,158,0.923076923,1,0.96,12,13,1749
985,401,289,0.8,1,0.888888889,4,5,1573
986,349,516,1,1,1,9,9,1835
987,94,647,0.875,1,0.933333333,7,8,1717
988,510,517,1,1,1,4,4,1701
989,47,633,1,1,1,6,6,1684
990,605,83,0.8,1,0.888888889,4,5,1807
991,151,447,0.6,1,0.75,3,5,1747
992,168,159,1,1,1,5,5,1692
993,497,432,0.857142857,1,0.923076923,6,7,1765
994,537,585,1,1,1,6,6,1761
995,43,552,0,0,0,0,0,1654
996,72,209,1,1,1,5,5,1799
997,134,511,1,1,1,5,5,1798
998,576,219,1,1,1,7,7,1708
999,542,446,0.75,1,0.857142857,3,4,1685
1000,497,274,0.75,1,0.857142857,3,4,1779
